sentence|sentiment|chapter|book|spells|characters|groups
”  “Yeah, I knew that,” said Harry|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  “Well |0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 your parents appointed me your guardian,”  said Black stiffly|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black'}|{'Black Family', 'Marauders', 'Order of the Phoenix'}
 “If anything happened to them |0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
”  Harry waited|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 Did Black mean what he thought he  meant?  “I’ll understand, of course, if you want to stay with  your aunt and uncle,” said Black|0.0772|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black'}|{'Black Family', 'Marauders', 'Order of the Phoenix'}
 “But |0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 well |0.2732|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  think about it|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Once my name’s cleared |0.1027|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 if you  wanted a |0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 a different home |0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
”  Some sort of explosion took place in the pit of Harry’s  stomach|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  “What — live with you?” he said, accidentally cracking  his head on a bit of rock protruding from the ceiling|-0.34|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  “Leave the Dursleys?”  “Of course, I thought you wouldn’t want to,” said  Black quickly|0.0772|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black'}|{'Black Family', 'Marauders', 'Order of the Phoenix'}
 “I understand, I just thought I’d — ”  “Are you insane?” said Harry, his voice easily as  croaky as Black’s|0.34|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black', 'Harry Potter'}|"{'Golden Trio', 'Order of the Phoenix', 'Marauders', 'Gryffindor', ""Dumbledore's Army"", 'Black Family', 'Potter Family', 'Gryffindor Quidditch'}"
 “Of course I want to leave the  Dursleys! Have you got a house? When can I move  in?”  Black turned right around to look at him; Snape’s  head was scraping the ceiling but Black didn’t seem  to care|0.7186|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black', 'Severus Snape'}|{'Black Family', 'Teacher', 'Marauders', 'Order of the Phoenix'}
  “You want to?” he said|0.0772|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 “You mean it?”  “Yeah, I mean it!” said Harry|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  Black’s gaunt face broke into the first true smile  Harry had seen upon it|0.3612|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black', 'Harry Potter'}|"{'Golden Trio', 'Order of the Phoenix', 'Marauders', 'Gryffindor', ""Dumbledore's Army"", 'Black Family', 'Potter Family', 'Gryffindor Quidditch'}"
 The difference it made was  startling, as though a person ten years younger were  shining through the starved mask; for a moment, he  was recognizable as the man who had laughed at  Harry’s parents’ wedding|-0.0772|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  They did not speak again until they had reached the  end of the tunnel|0.1027|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Crookshanks darted up first; he  had evidently pressed his paw to the knot on the  trunk, because Lupin, Pettigrew, and Ron clambered  upward without any sound of savaging branches|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Remus Lupin', 'Peter Pettigrew', 'Crookshanks', 'Ron Weasley'}|"{'Golden Trio', 'Pet', 'Death Eater', 'Order of the Phoenix', 'Teacher', 'Marauders', 'Weasley Family', 'Marauder', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
  Black saw Snape up through the hole, then stood  back for Harry and Hermione to pass|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Severus Snape', 'Sirius Black', 'Harry Potter', 'Hermione Granger'}|"{'Golden Trio', 'Order of the Phoenix', 'Teacher', 'Marauders', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Black Family', 'Potter Family', 'Gryffindor Quidditch'}"
 At last, all of  them were out|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  The grounds were very dark now; the only light came  from the distant windows of the castle|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Without a  word, they set off|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Pettigrew was still wheezing and  occasionally whimpering|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Peter Pettigrew'}|{'Death Eater', 'Marauder'}
 Harry’s mind was buzzing|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  He was going to leave the Dursleys|-0.0516|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 He was going to  live with Sirius Black, his parents’ best friend|0.8126|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black'}|{'Black Family', 'Marauders', 'Order of the Phoenix'}
 He  felt dazed|-0.1779|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 What would happen when he told the  Dursleys he was going to live with the convict they’d  seen on television|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 !  “One wrong move, Peter,” said Lupin threateningly  ahead|-0.7644|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Remus Lupin'}|{'Teacher', 'Marauders', 'Order of the Phoenix'}
 His wand was still pointed sideways at  Pettigrew’s chest|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Peter Pettigrew'}|{'Death Eater', 'Marauder'}
  Silently they tramped through the grounds, the castle  lights growing slowly larger|0.1779|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Snape was still drifting  weirdly ahead of Black, his chin bumping on his  chest|-0.296|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black', 'Severus Snape'}|{'Black Family', 'Teacher', 'Marauders', 'Order of the Phoenix'}
 And then —  A cloud shifted|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 There were suddenly dim shadows on  the ground|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Their party was bathed in moonlight|0.4019|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  Snape collided with Lupin, Pettigrew, and Ron, who  had stopped abruptly|-0.2263|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Remus Lupin', 'Severus Snape', 'Peter Pettigrew', 'Ron Weasley'}|"{'Golden Trio', 'Death Eater', 'Order of the Phoenix', 'Teacher', 'Marauders', 'Weasley Family', 'Marauder', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
 Black froze|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black'}|{'Black Family', 'Marauders', 'Order of the Phoenix'}
 He flung out one  arm to make Harry and Hermione stop|-0.296|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Hermione Granger'}|"{'Golden Trio', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  Harry could see Lupin’s silhouette|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Remus Lupin', 'Harry Potter'}|"{'Golden Trio', 'Order of the Phoenix', 'Teacher', 'Marauders', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 He had gone rigid|-0.128|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  Then his limbs began to shake|-0.1779|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  “Oh, my — ” Hermione gasped|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Hermione Granger'}|"{'Golden Trio', 'Gryffindor', 'Prefect', ""Dumbledore's Army""}"
 “He didn’t take his  potion tonight! He’s not safe!”  “Run,” Black whispered|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black'}|{'Black Family', 'Marauders', 'Order of the Phoenix'}
 “Run|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Now|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
”  But Harry couldn’t run|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 Ron was chained to Pettigrew  and Lupin|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Remus Lupin', 'Peter Pettigrew', 'Ron Weasley'}|"{'Golden Trio', 'Death Eater', 'Order of the Phoenix', 'Teacher', 'Marauders', 'Weasley Family', 'Marauder', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
 He leapt forward but Black caught him  around the chest and threw him back|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black'}|{'Black Family', 'Marauders', 'Order of the Phoenix'}
  “Leave it to me — RUN!”  There was a terrible snarling noise|-0.5255|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Lupin’s head was  lengthening|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Remus Lupin'}|{'Teacher', 'Marauders', 'Order of the Phoenix'}
 So was his body|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 His shoulders were  hunching|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Hair was sprouting visibly on his face and  hands, which were curling into clawed paws|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  Crookshanks’s hair was on end again; he was backing  away —  As the werewolf reared, snapping its long jaws, Sirius  disappeared from Harry’s side|-0.2023|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black', 'Crookshanks', 'Harry Potter'}|"{'Golden Trio', 'Pet', 'Order of the Phoenix', 'Marauders', 'Gryffindor', ""Dumbledore's Army"", 'Black Family', 'Potter Family', 'Gryffindor Quidditch'}"
 He had transformed|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  The enormous, bearlike dog bounded forward|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 As the  werewolf wrenched itself free of the manacle binding  it, the dog seized it about the neck and pulled it  backward, away from Ron and Pettigrew|0.5106|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Peter Pettigrew', 'Ron Weasley'}|"{'Golden Trio', 'Death Eater', 'Weasley Family', 'Marauder', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
 They were  locked, jaw to jaw, claws ripping at each other —  Harry stood, transfixed by the sight, too intent upon  the battle to notice anything else|-0.3818|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 It was Hermione’s  scream that alerted him —  Pettigrew had dived for Lupin’s dropped wand|-0.4019|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Remus Lupin', 'Peter Pettigrew', 'Hermione Granger'}|"{'Golden Trio', 'Death Eater', 'Order of the Phoenix', 'Teacher', 'Marauders', 'Marauder', 'Gryffindor', 'Prefect', ""Dumbledore's Army""}"
 Ron,  unsteady on his bandaged leg, fell|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
 There was a bang,  a burst of light — and Ron lay motionless on the  ground|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
 Another bang — Crookshanks flew into the  air and back to the earth in a heap|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Crookshanks'}|{'Pet'}
  “ ExpelliarmusV’ Harry yelled, pointing his own wand  at Pettigrew; Lupin’s wand flew high into the air and  out of sight|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|['Expelliarmus']|{'Remus Lupin', 'Harry Potter', 'Peter Pettigrew'}|"{'Golden Trio', 'Death Eater', 'Order of the Phoenix', 'Teacher', 'Marauders', 'Marauder', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 “Stay where you are!” Harry shouted,  running forward|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  Too late|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Pettigrew had transformed|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Peter Pettigrew'}|{'Death Eater', 'Marauder'}
 Harry saw his  bald tail whip through the manacle on Ron’s  outstretched arm and heard a scurrying through the  grass|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  There was a howl and a rumbling growl; Harry turned  to see the werewolf taking flight; it was galloping into  the forest —  “Sirius, he’s gone, Pettigrew transformed!” Harry  yelled|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black', 'Peter Pettigrew', 'Harry Potter'}|"{'Golden Trio', 'Death Eater', 'Order of the Phoenix', 'Marauders', 'Marauder', 'Gryffindor', ""Dumbledore's Army"", 'Black Family', 'Potter Family', 'Gryffindor Quidditch'}"
  Black was bleeding; there were gashes across his  muzzle and back, but at Harry’s words he scrambled  up again, and in an instant, the sound of his paws  faded to silence as he pounded away across the  grounds|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black', 'Harry Potter'}|"{'Golden Trio', 'Order of the Phoenix', 'Marauders', 'Gryffindor', ""Dumbledore's Army"", 'Black Family', 'Potter Family', 'Gryffindor Quidditch'}"
  Harry and Hermione dashed over to Ron|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Hermione Granger', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  “What did he do to him?” Hermione whispered|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Hermione Granger'}|"{'Golden Trio', 'Gryffindor', 'Prefect', ""Dumbledore's Army""}"
 Ron’s  eyes were only half-closed, his mouth hung open; he  was definitely alive, they could hear him breathing,  but he didn’t seem to recognize them|0.3919|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
  “I don’t know|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
”  Harry looked desperately around|-0.3818|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 Black and Lupin  both gone |0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Remus Lupin', 'Sirius Black'}|{'Black Family', 'Teacher', 'Marauders', 'Order of the Phoenix'}
 they had no one but Snape for company,  still hanging, unconscious, in midair|-0.1531|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Severus Snape'}|{'Teacher', 'Order of the Phoenix'}
  “We’d better get them up to the castle and tell  someone,” said Harry, pushing his hair out of his  eyes, trying to think straight|0.5859|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 Come — ”  But then, from beyond the range of their vision, they  heard a yelping, a whining: a dog in pain|-0.6486|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  “Sirius,” Harry muttered, staring into the darkness|-0.25|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black', 'Harry Potter'}|"{'Golden Trio', 'Order of the Phoenix', 'Marauders', 'Gryffindor', ""Dumbledore's Army"", 'Black Family', 'Potter Family', 'Gryffindor Quidditch'}"
  He had a moment’s indecision, but there was nothing  they could do for Ron at the moment, and by the  sound of it, Black was in trouble —  Harry set off at a run, Hermione right behind him|-0.6059|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black', 'Harry Potter', 'Hermione Granger', 'Ron Weasley'}|"{'Golden Trio', 'Order of the Phoenix', 'Marauders', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Black Family', 'Potter Family', 'Gryffindor Quidditch'}"
  The yelping seemed to be coming from the ground  near the edge of the lake|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 They pelted toward it, and  Harry, running flat out, felt the cold without realizing  what it must mean —  The yelping stopped abruptly|-0.2263|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 As they reached the  lakeshore, they saw why — Sirius had turned back  into a man|0.1027|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black'}|{'Black Family', 'Marauders', 'Order of the Phoenix'}
 He was crouched on all fours, his hands  over his head|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  “iVooo,” he moaned|-0.1027|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 “Noooo |0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 please|0.3182|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
”  And then Harry saw them|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 Dementors, at least a  hundred of them, gliding in a black mass around the  lake toward them|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 He spun around, the familiar, icy  cold penetrating his insides, fog starting to obscure  his vision; more were appearing out of the darkness  on every side; they were encircling them|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  “Hermione, think of something happy!” Harry yelled,  raising his wand, blinking furiously to try and clear  his vision, shaking his head to rid it of the faint  screaming that had started inside it —  I’m going to live with my godfather|-0.4389|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Hermione Granger'}|"{'Golden Trio', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 I’m leaving the  Dursleys|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  He forced himself to think of Black, and only Black,  and began to chant: “Expecto patronum)|-0.4588|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black'}|{'Black Family', 'Marauders', 'Order of the Phoenix'}
 Expecto  patronum)|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
”  Black gave a shudder, rolled over, and lay motionless  on the ground, pale as death|-0.5994|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black'}|{'Black Family', 'Marauders', 'Order of the Phoenix'}
  Hell be all right|-0.6808|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 I’m going to go and live with him|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  “Expecto patronum)|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Hermione, help me! Expecto  patronum)|0.4574|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Hermione Granger'}|"{'Golden Trio', 'Gryffindor', 'Prefect', ""Dumbledore's Army""}"
”  “Expecto — ” Hermione whispered, “expecto — expecto  But she couldn’t do it|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Hermione Granger'}|"{'Golden Trio', 'Gryffindor', 'Prefect', ""Dumbledore's Army""}"
 The dementors were closing in,  barely ten feet from them|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 They formed a solid wall  around Harry and Hermione, and were getting closer|0.1531|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Hermione Granger'}|"{'Golden Trio', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  “EXPECTO PATRONUM” Harry yelled, trying to blot  the screaming from his ears|-0.3818|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 “EXPECTO PATRONUM|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
”  A thin wisp of silver escaped his wand and hovered  like mist before him|0.3612|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 At the same moment, Harry felt  Hermione collapse next to him|-0.4939|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Hermione Granger'}|"{'Golden Trio', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 He was alone |-0.25|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  completely alone|-0.3167|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  “Expecto — expecto patronum — ”  Harry felt his knees hit the cold grass|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 Fog was  clouding his eyes|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 With a huge effort, he fought to  remember — Sirius was innocent — innocent — We’ll  be okay — I’m going to live with him —  “ Expecto patronum J” he gasped|0.6908|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black'}|{'Black Family', 'Marauders', 'Order of the Phoenix'}
  By the feeble light of his formless Patronus, he saw a  dementor halt, very close to him|-0.296|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 It couldn’t walk  through the cloud of silver mist Harry had conjured|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  A dead, slimy hand slid out from under the cloak|-0.2732|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 It  made a gesture as though to sweep the Patronus  aside|0.0|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  “No — no — ” Harry gasped|-0.296|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 “He’s innocent |0.34|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 expecto  — expecto patronum — ”  He could feel them watching him, hear their rattling  breath like an evil wind around him|-0.4404|55 The Dementor’S Kiss  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
